ID;Cidade;Area;Quartos;Banheiros;Vagas garagem;Aceita Animais;Mobilhado;Valor condomínio;Valor do Aluguel;IPTU;Seguro;Tipo Imóvel;Bairro;Estado;;;;;
4572;Jundiaí;60;1;1;1;Sim;Sim;1072;4600;115;59;Casa;Malota;Locado;;;;;
4573;Jundiaí;88;3;3;2;Sim;Não;700;2900;190;37;Apartamento;Vila Arens / Vila Progresso;Locado;;;;;
4574;Jundiaí;80;2;2;1;Sim;Sim;767;3200;213;41;Apartamento;Moisés;Locado;;;;;
4575;Jundiaí;250;3;3;3;Sim;Não;0;4600;0;70;Apartamento;Retiro;Disponível;;;;;
4576;Jundiaí;72;2;1;1;Sim;Não;990;2750;378;35;Casa;Rami;Disponível;;;;;
4577;Jundiaí;650;4;6;6;Sim;Não;0;8500;1600;128;Casa;Currupira;Disponível;;;;;
4578;Jundiaí;73;1;1;0;Sim;Sim;864;3000;57;39;Apartamento;Vila Municipal;Disponível;;;;;
4579;Jundiaí;126;2;3;2;Sim;Sim;1900;4600;800;59;Casa;Jundiaí Mirim;Disponível;;;;;
4580;Jundiaí;50;2;1;0;Sim;Não;0;1200;83;19;Apartamento;Jardim Do Lago;Disponível;;;;;
4581;Jundiaí;48;2;1;1;Sim;Não;391;1865;17;24;Casa;Caxambu;Locado;;;;;
4582;Jundiaí;85;3;2;2;Sim;Não;1225;2600;182;33;Casa;Samambaia;Disponível;;;;;
4583;Jundiaí;52;1;1;1;Não;Não;510;2500;92;32;Apartamento;Novo Horizonte;Locado;;;;;
4584;Jundiaí;250;4;4;3;Não;Sim;4341;8000;888;102;Casa;Distrito Industrial;Disponível;;;;;
4585;Jundiaí;40;1;1;0;Não;Não;0;780;17;12;Casa;Malota;Locado;;;;;
4586;Jundiaí;42;1;1;1;Não;Sim;560;3300;172;42;Casa;Centro;Disponível;;;;;
4587;Jundiaí;165;4;5;2;Sim;Sim;2500;9500;315;121;Casa;Parque Centenário;Locado;;;;;
4588;Jundiaí;138;2;3;2;Não;Sim;2200;10500;417;134;Apartamento;Parque Do Colégio;Disponível;;;;;
4589;Jundiaí;38;1;1;0;Não;Não;700;1650;0;25;Casa;Maringá;Disponível;;;;;
4590;Jundiaí;200;4;5;2;Não;Não;1000;8000;84;121;Casa;Jardim Do Lago;Disponível;;;;;
4591;Jundiaí;35;1;1;1;Sim;Não;0;1020;30;13;Casa;Marco Leite;Disponível;;;;;
4592;Jundiaí;75;2;1;1;Sim;Sim;2065;6000;600;77;Apartamento;Retiro;Disponível;;;;;
4593;Jundiaí;100;3;4;4;Sim;Não;0;3600;160;55;Apartamento;Nova Odessa;Disponível;;;;;
4594;Jundiaí;287;3;3;4;Sim;Não;900;4477;900;68;Apartamento;Moisés;Locado;;;;;
4595;Jundiaí;360;4;4;2;Sim;Não;3340;11050;0;141;Apartamento;Colônia;Disponível;;;;;
4596;Jundiaí;62;2;2;3;Sim;Não;2890;7000;384;89;Casa;São Camilo;Disponível;;;;;
4597;Jundiaí;80;2;2;1;Não;Não;0;1500;75;23;Casa;Marco Leite;Locado;;;;;
4598;Jundiaí;43;2;1;0;Sim;Não;257;1308;0;17;Casa;Maringá;Disponível;;;;;
4599;Jundiaí;157;3;2;0;Sim;Não;1325;4500;302;58;Apartamento;Cerâmica Ibetel;Locado;;;;;
4600;Jundiaí;70;3;1;1;Sim;Não;700;1020;200;13;Casa;Maringá;Disponível;;;;;
4601;Jundiaí;56;1;1;1;Sim;Sim;722;1350;50;18;Apartamento;Caxambu;Locado;;;;;
4602;Jundiaí;84;2;3;2;Sim;Sim;634;6900;165;88;Apartamento;Moisés;Locado;;;;;
4603;Jundiaí;125;4;3;2;Sim;Não;1200;3500;396;45;Casa;Santa Gertrudes;Locado;;;;;
4604;Jundiaí;62;1;1;0;Sim;Não;579;1400;0;18;Casa;Nova Odessa;Disponível;;;;;
4605;Jundiaí;81;2;2;2;Sim;Sim;910;3800;230;49;Casa;São Camilo;Disponível;;;;;
4606;Jundiaí;90;2;2;0;Não;Não;657;1800;0;23;Casa;Currupira;Locado;;;;;
4607;Jundiaí;76;3;2;1;Sim;Não;820;1559;63;20;Apartamento;Parque Do Colégio;Locado;;;;;
4608;Jundiaí;62;2;1;0;Sim;Não;280;709;22;9;Casa;Horto Florestal;Locado;;;;;
4609;Jundiaí;240;3;2;0;Sim;Sim;1717;6500;444;83;Apartamento;Tulipas;Locado;;;;;
4610;Jundiaí;39;1;1;1;Sim;Sim;356;2200;60;28;Apartamento;Anhangabaú;Disponível;;;;;
4611;Jundiaí;51;2;1;1;Sim;Não;540;2467;117;32;Casa;Vila Municipal;Locado;;;;;
4612;Jundiaí;170;3;6;3;Não;Não;2000;5500;834;70;Casa;Gramadão;Locado;;;;;
4613;Jundiaí;250;3;2;2;Sim;Sim;0;6000;0;91;Casa;Medeiros;Disponível;;;;;
4614;Jundiaí;35;1;1;1;Não;Sim;444;3486;124;45;Casa;Alvorada;Locado;;;;;
4615;Jundiaí;200;3;3;2;Não;Não;0;2800;186;43;Casa;Agapeama;Locado;;;;;
4616;Jundiaí;147;4;3;3;Sim;Não;1600;4800;284;61;Casa;Horto Florestal;Disponível;;;;;
4617;Jundiaí;40;1;1;0;Sim;Sim;383;1832;0;6;Apartamento;Tamoio;Disponível;;;;;
4618;Jundiaí;67;1;1;1;Sim;Sim;920;2600;72;33;Apartamento;Tamoio;Locado;;;;;
4619;Jundiaí;445;4;4;0;Sim;Não;0;5500;287;83;Apartamento;Parque Centenário;Disponível;;;;;
4620;Jundiaí;265;4;4;2;Sim;Não;1750;7500;434;96;Casa;Jardim Do Lago;Disponível;;;;;
4621;Jundiaí;130;2;2;2;Sim;Sim;0;4400;92;67;Casa;Jardim Do Lago;Disponível;;;;;
4622;Jundiaí;39;1;1;1;Sim;Não;1144;2500;312;32;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
4623;Jundiaí;110;3;2;1;Não;Não;1100;3149;92;40;Casa;Parque Centenário;Locado;;;;;
4624;Jundiaí;75;2;2;2;Sim;Não;700;1198;227;16;Apartamento;Maringá;Locado;;;;;
4625;Jundiaí;220;3;2;2;Sim;Não;2330;8700;750;111;Apartamento;Maringá;Disponível;;;;;
4626;Jundiaí;46;2;1;1;Sim;Não;380;850;18;11;Casa;Malota;Locado;;;;;
4627;Jundiaí;210;3;3;3;Sim;Não;1900;2300;459;30;Apartamento;Medeiros;Locado;;;;;
4628;Jundiaí;47;2;1;1;Não;Não;580;1100;0;14;Apartamento;Vila Rio Branco;Disponível;;;;;
4629;Jundiaí;120;3;2;1;Sim;Sim;1400;3280;125;42;Casa;Vila Municipal;Disponível;;;;;
4630;Jundiaí;60;2;1;1;Sim;Não;0;1100;0;14;Apartamento;Agapeama;Disponível;;;;;
4631;Jundiaí;42;1;1;1;Não;Sim;712;3300;22;42;Casa;Santa Gertrudes;Locado;;;;;
4632;Jundiaí;75;3;2;1;Sim;Não;1000;3900;0;50;Casa;Agapeama;Disponível;;;;;
4633;Jundiaí;160;3;2;1;Sim;Não;1500;4300;500;55;Apartamento;Agapeama;Locado;;;;;
4634;Jundiaí;400;4;7;4;Sim;Sim;0;12000;667;181;Casa;Malota;Disponível;;;;;
4635;Jundiaí;37;1;1;0;Não;Não;358;850;0;11;Apartamento;Tulipas;Locado;;;;;
4636;Jundiaí;59;2;2;2;Sim;Sim;1342;3300;231;42;Casa;Tamoio;Disponível;;;;;
4637;Jundiaí;113;3;3;2;Sim;Não;1000;3804;0;49;Casa;Hortolândia;Disponível;;;;;
4638;Jundiaí;120;2;2;1;Sim;Não;1077;6500;40;83;Casa;Casa Branca;Locado;;;;;
4639;Jundiaí;92;3;2;0;Sim;Não;954;3300;160;42;Casa;Jardim Ermida Ii;Disponível;;;;;
4640;Jundiaí;93;3;2;2;Sim;Não;979;2600;237;33;Casa;Casa Branca;Locado;;;;;
4641;Jundiaí;42;2;1;1;Sim;Não;340;1350;0;18;Apartamento;Anhangabaú;Locado;;;;;
4642;Jundiaí;236;4;5;4;Não;Sim;3950;15000;142;191;Casa;Jardim Ermida;Disponível;;;;;
4643;Jundiaí;160;3;2;0;Sim;Não;0;3800;227;58;Casa;Samambaia;Locado;;;;;
4644;Jundiaí;450;4;5;8;Sim;Não;0;10120;618;153;Casa;Cecap;Locado;;;;;
4645;Jundiaí;750;4;4;6;Sim;Não;0;15000;2084;226;Apartamento;Medeiros;Disponível;;;;;
4646;Jundiaí;68;3;2;2;Sim;Sim;550;2700;76;35;Casa;Jardim Ermida Ii;Disponível;;;;;
4647;Jundiaí;53;2;1;1;Sim;Sim;270;5500;119;70;Casa;Nova Odessa;Disponível;;;;;
4648;Jundiaí;160;2;3;0;Sim;Não;0;4300;124;65;Casa;Jardim Do Lago;Disponível;;;;;
4649;Jundiaí;49;2;1;1;Sim;Sim;400;1800;0;23;Apartamento;Alvorada;Disponível;;;;;
4650;Jundiaí;115;3;2;2;Sim;Não;570;1948;109;25;Casa;Currupira;Locado;;;;;
4651;Jundiaí;59;2;1;1;Sim;Não;600;1600;0;21;Casa;Tulipas;Locado;;;;;
4652;Jundiaí;60;2;2;2;Sim;Não;894;1100;210;14;Apartamento;Engordadouro;Locado;;;;;
4653;Jundiaí;58;1;2;1;Sim;Não;652;4715;0;34;Apartamento;Engordadouro;Disponível;;;;;
4654;Jundiaí;35;1;1;0;Sim;Não;0;1100;30;14;Casa;Vila Municipal;Disponível;;;;;
4655;Jundiaí;160;2;3;2;Sim;Sim;1500;4210;225;54;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
4656;Jundiaí;60;3;2;1;Sim;Não;366;1200;0;16;Casa;Jardim Ermida;Disponível;;;;;
4657;Jundiaí;233;4;2;3;Sim;Sim;2200;7287;417;93;Casa;Moisés;Locado;;;;;
4658;Jundiaí;58;1;1;1;Sim;Não;530;1200;0;16;Apartamento;Retiro;Disponível;;;;;
4659;Jundiaí;100;3;2;1;Sim;Não;555;1469;10;19;Casa;Centro;Locado;;;;;
4660;Jundiaí;238;4;3;4;Sim;Não;2980;10200;1816;130;Apartamento;Engordadouro;Disponível;;;;;
4661;Jundiaí;18;1;1;1;Não;Sim;470;1800;0;23;Apartamento;Ponte São João;Disponível;;;;;
4662;Jundiaí;96;2;1;0;Sim;Sim;940;4387;3;56;Casa;Pacaembu;Disponível;;;;;
4663;Jundiaí;49;2;1;1;Sim;Não;420;1800;0;23;Casa;Tamoio;Disponível;;;;;
4664;Jundiaí;50;1;1;0;Sim;Sim;0;1550;0;24;Apartamento;Alvorada;Locado;;;;;
4665;Jundiaí;45;1;1;0;Não;Não;0;1060;0;16;Apartamento;Nova Odessa;Disponível;;;;;
4666;Jundiaí;160;3;2;2;Sim;Não;1026;1650;243;21;Casa;Hortolândia;Locado;;;;;
4667;Jundiaí;80;2;2;2;Sim;Não;1200;4200;300;54;Casa;Centro;Disponível;;;;;
4668;Jundiaí;133;4;3;4;Sim;Sim;2225;2900;400;37;Casa;Jardim Ermida;Disponível;;;;;
4669;Jundiaí;30;1;1;0;Sim;Não;415;1750;30;23;Casa;Tulipas;Disponível;;;;;
4670;Jundiaí;137;2;3;2;Sim;Não;2800;14000;542;178;Apartamento;Vale Azul;Disponível;;;;;
4671;Jundiaí;194;3;4;3;Sim;Não;0;4000;70;61;Casa;Vale Azul;Disponível;;;;;
4672;Jundiaí;50;2;1;1;Sim;Não;400;1600;0;21;Apartamento;Vale Azul;Locado;;;;;
4673;Jundiaí;84;1;2;1;Sim;Não;1200;3353;0;25;Apartamento;Distrito Industrial;Disponível;;;;;
4674;Jundiaí;45;1;1;0;Não;Não;506;500;24;7;Apartamento;Aeroporto;Disponível;;;;;
4675;Jundiaí;301;4;5;4;Sim;Sim;4265;12500;1600;159;Casa;Jundiaí Mirim;Locado;;;;;
4676;Jundiaí;250;3;4;2;Sim;Sim;2600;8000;500;102;Apartamento;Cerâmica Ibetel;Disponível;;;;;
4677;Jundiaí;136;3;2;3;Sim;Sim;1400;2500;325;32;Apartamento;Tamoio;Disponível;;;;;
4678;Jundiaí;73;2;2;1;Sim;Não;884;4800;139;61;Casa;Nambi;Locado;;;;;
4679;Jundiaí;60;1;2;0;Não;Não;0;1600;23;25;Casa;Alvorada;Disponível;;;;;
4680;Jundiaí;110;2;3;2;Não;Sim;2000;11500;502;146;Casa;Tamoio;Disponível;;;;;
4681;Jundiaí;50;2;1;2;Não;Sim;600;2313;250;30;Casa;Hortolândia;Locado;;;;;
4682;Jundiaí;100;2;1;1;Sim;Não;834;2466;0;24;Casa;Engordadouro;Disponível;;;;;
4683;Jundiaí;70;2;2;2;Não;Sim;1726;3950;341;51;Casa;Parque Do Colégio;Disponível;;;;;
4684;Jundiaí;82;2;2;1;Sim;Sim;750;3100;51;40;Casa;Vila Arens / Vila Progresso;Disponível;;;;;
4685;Jundiaí;76;3;3;2;Sim;Não;900;2662;284;34;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
4686;Jundiaí;150;3;1;1;Sim;Não;1172;4800;294;61;Casa;Vila Militar;Locado;;;;;
4687;Jundiaí;303;3;4;4;Sim;Sim;4540;18000;0;229;Casa;Maringá;Disponível;;;;;
4688;Jundiaí;55;2;1;0;Sim;Não;490;1380;80;18;Casa;Jardim Do Lago;Disponível;;;;;
4689;Jundiaí;70;2;1;0;Sim;Não;285;2197;0;28;Casa;Currupira;Disponível;;;;;
4690;Jundiaí;45;1;2;1;Sim;Sim;790;1452;84;19;Casa;Torres São José;Disponível;;;;;
4691;Jundiaí;50;2;1;1;Sim;Sim;648;3900;58;50;Casa;Vila Rio Branco;Disponível;;;;;
4692;Jundiaí;62;2;1;1;Sim;Não;560;1550;17;20;Casa;Aeroporto;Locado;;;;;
4693;Jundiaí;177;4;5;4;Sim;Não;1500;9200;959;117;Apartamento;Torres São José;Disponível;;;;;
4694;Jundiaí;50;1;1;1;Sim;Sim;765;2700;105;35;Casa;Jardim Ermida;Locado;;;;;
4695;Jundiaí;50;1;1;1;Não;Sim;739;3540;0;14;Apartamento;Novo Horizonte;Locado;;;;;
4696;Jundiaí;90;3;2;1;Sim;Não;850;1500;100;20;Casa;Medeiros;Disponível;;;;;
4697;Jundiaí;130;3;2;2;Sim;Sim;800;3500;0;45;Apartamento;Caxambu;Disponível;;;;;
4698;Jundiaí;54;1;1;1;Sim;Não;750;773;67;10;Apartamento;Samambaia;Disponível;;;;;
4699;Jundiaí;30;1;1;0;Não;Não;0;850;67;13;Casa;Centro;Locado;;;;;
4700;Jundiaí;194;3;4;4;Sim;Não;2600;12000;1667;153;Casa;Vila Municipal;Locado;;;;;
4701;Jundiaí;68;2;1;1;Sim;Não;482;831;0;11;Casa;Casa Branca;Locado;;;;;
4702;Jundiaí;58;3;2;1;Sim;Não;320;1700;105;22;Casa;Fazenda Grande;Disponível;;;;;
4703;Jundiaí;16;1;1;0;Não;Não;0;1420;0;18;Casa;Agapeama;Disponível;;;;;
4704;Jundiaí;74;3;2;2;Sim;Sim;477;1600;0;21;Casa;Parque Do Colégio;Locado;;;;;
4705;Jundiaí;347;4;7;6;Sim;Não;0;8900;1000;134;Apartamento;Vianelo / Bonfiglioli;Locado;;;;;
4706;Jundiaí;180;3;3;2;Sim;Não;1794;5800;487;74;Casa;Santa Gertrudes;Disponível;;;;;
4707;Jundiaí;20;1;1;1;Não;Sim;1700;1360;0;18;Casa;Fazenda Grande;Disponível;;;;;
4708;Jundiaí;130;2;1;1;Sim;Não;0;2200;180;28;Casa;Tulipas;Disponível;;;;;
4709;Jundiaí;100;3;1;1;Sim;Não;1350;3000;92;39;Casa;Vila Arens / Vila Progresso;Disponível;;;;;
4710;Jundiaí;50;1;1;0;Não;Não;298;850;15;11;Apartamento;Jardim Do Lago;Locado;;;;;
4711;Jundiaí;340;4;4;4;Sim;Sim;2500;8700;0;111;Casa;Jardim Ermida;Disponível;;;;;
4712;Jundiaí;135;2;2;1;Sim;Sim;1063;3250;159;42;Apartamento;Malota;Disponível;;;;;
4713;Jundiaí;130;3;4;2;Sim;Sim;1300;5500;0;70;Casa;Jardim Do Lago;Disponível;;;;;
4714;Jundiaí;58;2;2;2;Sim;Não;400;2200;100;28;Apartamento;Gramadão;Locado;;;;;
4715;Jundiaí;84;3;1;1;Sim;Não;710;2300;3000;30;Casa;Currupira;Disponível;;;;;
4716;Jundiaí;120;3;4;2;Sim;Não;1500;3000;670;39;Casa;Pacaembu;Locado;;;;;
4717;Jundiaí;180;3;2;3;Sim;Não;0;3500;497;53;Casa;Parque Do Colégio;Disponível;;;;;
4718;Jundiaí;650;4;7;5;Sim;Não;0;8000;334;121;Apartamento;Vila Militar;Disponível;;;;;
4719;Jundiaí;320;4;5;4;Sim;Não;300;6500;417;98;Casa;Ponte São João;Disponível;;;;;
4720;Jundiaí;65;2;1;0;Sim;Sim;286;4200;17;54;Casa;Jardim Ermida Ii;Disponível;;;;;
4721;Jundiaí;130;3;2;2;Sim;Não;1400;5000;584;64;Casa;Tamoio;Disponível;;;;;
4722;Jundiaí;72;3;2;2;Não;Não;686;1600;18;21;Apartamento;Parque Centenário;Disponível;;;;;
4723;Jundiaí;150;3;3;4;Sim;Sim;2225;7400;500;94;Casa;Nambi;Disponível;;;;;
4724;Jundiaí;70;2;1;1;Sim;Não;500;1275;74;17;Apartamento;Aeroporto;Disponível;;;;;
4725;Jundiaí;345;3;3;5;Sim;Não;3000;12750;834;162;Apartamento;Parque Do Colégio;Disponível;;;;;
4726;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;Casa;Rami;Locado;;;;;
4727;Jundiaí;103;3;2;2;Sim;Não;1500;1360;292;18;Apartamento;Tulipas;Disponível;;;;;
4728;Jundiaí;90;2;2;4;Sim;Não;0;2400;230;37;Casa;Cecap;Locado;;;;;
4729;Jundiaí;185;3;2;2;Sim;Não;2050;14000;540;178;Apartamento;Jardim Ermida;Locado;;;;;
4730;Jundiaí;47;1;1;1;Sim;Não;470;650;43;9;Apartamento;Centro;Disponível;;;;;
4731;Jundiaí;42;1;1;0;Sim;Não;130;1450;34;19;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
4732;Jundiaí;42;1;1;1;Não;Não;1500;2153;0;8;Casa;Moisés;Locado;;;;;
4733;Jundiaí;25;1;1;0;Não;Não;0;1000;84;13;Casa;Vila Rio Branco;Disponível;;;;;
4734;Jundiaí;55;1;1;1;Sim;Não;570;1900;0;25;Apartamento;Nambi;Locado;;;;;
4735;Jundiaí;900;3;5;8;Sim;Não;0;8000;2250;121;Apartamento;Aeroporto;Disponível;;;;;
4736;Jundiaí;240;3;3;4;Sim;Não;3538;12000;1975;153;Casa;Centro;Disponível;;;;;
4737;Jundiaí;128;2;1;1;Sim;Sim;1200;8500;9;108;Apartamento;Maringá;Disponível;;;;;
4738;Jundiaí;120;2;1;1;Não;Não;0;3000;280;46;Casa;Marco Leite;Disponível;;;;;
4739;Jundiaí;54;1;1;1;Sim;Não;600;3600;149;46;Casa;Santa Gertrudes;Locado;;;;;
4740;Jundiaí;30;1;1;0;Não;Não;0;765;59;12;Casa;Tamoio;Disponível;;;;;
4741;Jundiaí;120;2;2;2;Sim;Não;2200;4000;500;51;Apartamento;Parque Do Colégio;Disponível;;;;;
4742;Jundiaí;296;4;5;2;Sim;Não;0;8500;1000;128;Casa;Pinheirinhos/Represa;Locado;;;;;
4743;Jundiaí;230;3;4;4;Sim;Sim;1800;10000;715;127;Casa;Colônia;Locado;;;;;
4744;Jundiaí;50;2;1;0;Não;Não;0;3029;0;39;Casa;Samambaia;Disponível;;;;;
4745;Jundiaí;95;3;2;0;Sim;Não;0;2300;125;35;Casa;Colônia;Disponível;;;;;
4746;Jundiaí;146;3;4;2;Sim;Sim;1200;9000;417;115;Apartamento;Novo Horizonte;Locado;;;;;
4747;Jundiaí;73;2;1;1;Sim;Não;400;655;31;9;Casa;Jardim Do Lago;Disponível;;;;;
4748;Jundiaí;30;1;1;0;Não;Não;253;1250;30;16;Casa;Tamoio;Locado;;;;;
4749;Jundiaí;35;1;1;1;Sim;Não;470;2500;22;32;Casa;Agapeama;Disponível;;;;;
4750;Jundiaí;22;1;1;0;Sim;Não;0;976;0;15;Casa;Ponte São João;Disponível;;;;;
4751;Jundiaí;386;4;6;3;Sim;Não;3890;12750;1980;162;Apartamento;Anhangabaú;Locado;;;;;
4752;Jundiaí;442;5;6;6;Sim;Não;0;7500;1301;113;Casa;Colônia;Disponível;;;;;
4753;Jundiaí;30;1;1;0;Sim;Não;279;590;12;8;Apartamento;Pacaembu;Disponível;;;;;
4754;Jundiaí;68;1;2;1;Não;Não;799;2000;217;26;Apartamento;Rami;Locado;;;;;
4755;Jundiaí;53;1;1;1;Sim;Sim;450;3200;200;41;Apartamento;Jardim Do Lago;Locado;;;;;
4756;Jundiaí;18;1;1;0;Sim;Não;0;1720;0;22;Apartamento;Pacaembu;Locado;;;;;
4757;Jundiaí;321;3;5;2;Sim;Sim;0;8268;1072;125;Casa;Centro;Locado;;;;;
4758;Jundiaí;70;3;1;1;Sim;Não;710;750;76;10;Casa;Rami;Locado;;;;;
4759;Jundiaí;400;10;9;8;Sim;Não;0;8330;550;126;Casa;Novo Horizonte;Locado;;;;;
4760;Jundiaí;392;4;4;4;Sim;Não;0;10000;1250;151;Casa;Pacaembu;Locado;;;;;
4761;Jundiaí;70;2;1;1;Sim;Não;280;1000;138;13;Casa;Retiro;Locado;;;;;
4762;Jundiaí;230;4;4;3;Não;Não;2564;2500;934;32;Casa;Anhangabaú;Disponível;;;;;
4763;Jundiaí;138;2;2;1;Sim;Sim;1000;7000;89;89;Apartamento;Jardim Ermida Ii;Disponível;;;;;
4764;Jundiaí;250;2;1;0;Sim;Não;0;1500;9;23;Casa;Jardim Do Lago;Locado;;;;;
4765;Jundiaí;45;2;2;0;Não;Não;0;1650;84;25;Casa;Nova Odessa;Disponível;;;;;
4766;Jundiaí;250;4;3;0;Sim;Não;0;2000;667;31;Apartamento;Horto Florestal;Locado;;;;;
4767;Jundiaí;80;2;1;1;Sim;Não;654;2300;94;30;Casa;Pinheirinhos/Represa;Disponível;;;;;
4768;Jundiaí;398;4;5;4;Sim;Não;2400;15000;1084;226;Casa;Centro;Locado;;;;;
4769;Jundiaí;200;3;4;5;Sim;Não;0;3500;242;53;Casa;Malota;Locado;;;;;
4770;Jundiaí;136;3;3;1;Sim;Não;1530;7500;290;96;Casa;Parque Centenário;Locado;;;;;
4771;Jundiaí;46;1;1;0;Sim;Não;553;1437;58;19;Casa;Colônia;Disponível;;;;;
4772;Jundiaí;309;4;5;3;Sim;Não;0;12000;734;181;Casa;Fazenda Grande;Locado;;;;;
4773;Jundiaí;54;1;1;1;Não;Sim;1050;7200;250;92;Apartamento;Centro;Disponível;;;;;
4774;Jundiaí;220;4;5;3;Sim;Sim;2050;12000;750;153;Casa;Tulipas;Locado;;;;;
4775;Jundiaí;161;1;2;2;Não;Não;2162;7000;54;89;Casa;Jardim Ermida;Locado;;;;;
4776;Jundiaí;58;2;1;1;Sim;Não;430;1540;0;20;Casa;Cecap;Locado;;;;;
4777;Jundiaí;83;3;1;1;Sim;Não;180;2500;0;32;Casa;Vila Arens / Vila Progresso;Disponível;;;;;
4778;Jundiaí;33;1;1;1;Sim;Não;842;2000;95;26;Casa;Moisés;Locado;;;;;
4779;Jundiaí;170;3;4;2;Não;Não;1450;4400;38;56;Apartamento;Parque Residencial Eloy Chaves;Disponível;;;;;
4780;Jundiaí;135;3;2;1;Sim;Sim;950;7500;77;96;Casa;Aeroporto;Disponível;;;;;
4781;Jundiaí;50;2;1;2;Não;Não;850;1900;42;25;Casa;Nova Odessa;Disponível;;;;;
4782;Jundiaí;94;2;3;2;Não;Não;1600;4400;325;56;Apartamento;Cerâmica Ibetel;Disponível;;;;;
4783;Jundiaí;25;1;1;0;Não;Não;0;1200;35;16;Apartamento;Moisés;Locado;;;;;
4784;Jundiaí;100;2;3;2;Não;Sim;1080;10000;138;127;Apartamento;Pinheirinhos/Represa;Disponível;;;;;
4785;Jundiaí;157;3;5;3;Sim;Não;1670;11500;583;146;Casa;Vale Azul;Locado;;;;;
4786;Jundiaí;100;3;2;2;Sim;Não;0;5500;500;83;Casa;Retiro;Disponível;;;;;
4787;Jundiaí;120;3;1;0;Sim;Não;200;2100;167;27;Casa;Ponte São João;Locado;;;;;
4788;Jundiaí;45;1;1;2;Sim;Não;695;1800;170;23;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
4789;Jundiaí;64;2;2;1;Sim;Sim;830;3166;0;13;Casa;Casa Branca;Locado;;;;;
4790;Jundiaí;265;4;6;3;Não;Não;2400;2500;1284;32;Casa;Jardim Do Lago;Disponível;;;;;
4791;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;Casa;Santa Gertrudes;Locado;;;;;
4792;Jundiaí;50;2;2;0;Não;Não;0;1100;80;17;Casa;Vila Municipal;Disponível;;;;;
4793;Jundiaí;70;3;2;1;Sim;Não;570;3000;171;39;Casa;Engordadouro;Disponível;;;;;
4794;Jundiaí;273;4;4;2;Não;Não;2306;9000;417;115;Apartamento;Tulipas;Locado;;;;;
4795;Jundiaí;250;3;3;4;Sim;Sim;250;6500;309;98;Casa;Jundiaí Mirim;Disponível;;;;;
4796;Jundiaí;100;1;1;0;Sim;Não;0;2150;267;33;Casa;Cecap;Locado;;;;;
4797;Jundiaí;90;2;1;0;Sim;Não;622;2150;212;28;Casa;Tulipas;Locado;;;;;
4798;Jundiaí;256;3;3;2;Não;Não;0;5600;2417;85;Apartamento;Hortolândia;Disponível;;;;;
4799;Jundiaí;92;2;1;1;Sim;Não;425;1536;72;20;Casa;Pinheirinhos/Represa;Disponível;;;;;
4800;Jundiaí;124;3;3;2;Sim;Não;0;4000;92;61;Casa;Vila Municipal;Locado;;;;;
4801;Jundiaí;218;3;3;3;Sim;Sim;1850;15000;809;191;Apartamento;Distrito Industrial;Disponível;;;;;
4802;Jundiaí;57;2;2;1;Sim;Não;465;1300;10;17;Casa;Maringá;Disponível;;;;;
4803;Jundiaí;650;4;4;8;Sim;Não;0;7500;200;113;Apartamento;Nova Odessa;Locado;;;;;
4804;Jundiaí;220;3;4;2;Não;Não;0;3500;276;53;Casa;Pacaembu;Locado;;;;;
4805;Jundiaí;55;1;2;1;Não;Não;744;954;74;13;Casa;Cecap;Disponível;;;;;
4806;Jundiaí;55;2;2;1;Sim;Não;480;2000;9;26;Apartamento;São Camilo;Disponível;;;;;
4807;Jundiaí;58;2;1;1;Não;Sim;550;3400;65;44;Casa;Anhangabaú;Disponível;;;;;
4808;Jundiaí;42;1;1;1;Sim;Sim;1750;860;180;11;Casa;Torres São José;Disponível;;;;;
4809;Jundiaí;202;3;4;3;Sim;Sim;2500;12000;834;153;Casa;Retiro;Disponível;;;;;
4810;Jundiaí;130;2;2;0;Sim;Não;0;2700;100;41;Apartamento;Vila Arens / Vila Progresso;Locado;;;;;
4811;Jundiaí;52;1;1;1;Sim;Não;730;2500;38;32;Casa;Caxambu;Locado;;;;;
4812;Jundiaí;75;2;2;0;Sim;Não;570;1450;0;19;Apartamento;Samambaia;Locado;;;;;
4813;Jundiaí;420;4;6;4;Sim;Não;5700;12000;3167;153;Casa;Fazenda Grande;Disponível;;;;;
4814;Jundiaí;277;3;4;0;Não;Não;2580;7200;0;109;Apartamento;Distrito Industrial;Disponível;;;;;
4815;Jundiaí;100;1;1;1;Sim;Sim;1120;3900;75;50;Casa;Samambaia;Disponível;;;;;
4816;Jundiaí;420;5;7;3;Sim;Sim;1237;8500;816;128;Casa;Centro;Disponível;;;;;
4817;Jundiaí;207;3;5;4;Sim;Não;2400;12000;934;153;Casa;Centro;Disponível;;;;;
4818;Jundiaí;25;1;1;0;Sim;Não;432;2200;45;28;Apartamento;Jardim Do Lago;Disponível;;;;;
