ID,Cidade,Area,Quartos,Banheiros,Vagas garagem,Aceita Animais,Mobilhado,Valor condomínio,Valor do Aluguel,IPTU,Seguro,Tipo Imóvel,Bairro,Estado,Custo_Mensal,Preco_m2,Categoria_Preco
5113,Jundiaí,260,4,4,4,Sim,Não,0.0,14000.0,1834.0,211.0,Casa,Medeiros,Locado,16045.0,53.84615384615385,4. Luxo/Premium (Q4)
5114,Jundiaí,130,3,2,2,Sim,Não,0.0,5100.0,183.0,77.0,Casa,Vale Azul,Disponível,5360.0,39.23076923076923,3. Alto Padrão (Q3)
5115,Jundiaí,218,4,4,3,Sim,Sim,2347.0,8400.0,1105.0,107.0,Apartamento,Vale Azul,Disponível,11959.0,38.53211009174312,4. Luxo/Premium (Q4)
5116,Jundiaí,20,1,1,0,Não,Sim,0.0,2060.0,0.0,27.0,Casa,Cerâmica Ibetel,Locado,2087.0,103.0,2. Médio Padrão (Q2)
5117,Jundiaí,70,2,2,2,Não,Não,990.0,2500.0,71.0,32.0,Casa,Gramadão,Locado,3593.0,35.714285714285715,2. Médio Padrão (Q2)
5118,Jundiaí,400,4,3,3,Sim,Não,0.0,7000.0,900.0,106.0,Casa,Vale Azul,Disponível,8006.0,17.5,4. Luxo/Premium (Q4)
5119,Jundiaí,60,1,2,1,Sim,Não,1155.0,4000.0,112.0,51.0,Casa,Jardim Ermida Ii,Disponível,5318.0,66.66666666666667,3. Alto Padrão (Q3)
5120,Jundiaí,240,4,4,4,Sim,Não,3250.0,13000.0,1121.0,165.0,Apartamento,Marco Leite,Locado,17536.0,54.166666666666664,4. Luxo/Premium (Q4)
5121,Jundiaí,245,3,4,3,Sim,Não,2900.0,14000.0,917.0,178.0,Apartamento,Jardim Do Lago,Locado,17995.0,57.142857142857146,4. Luxo/Premium (Q4)
5122,Jundiaí,140,3,2,1,Sim,Sim,0.0,8200.0,0.0,124.0,Casa,Tulipas,Disponível,8324.0,58.57142857142857,4. Luxo/Premium (Q4)
5123,Jundiaí,120,2,2,0,Sim,Não,300.0,3600.0,120.0,46.0,Apartamento,Vila Municipal,Locado,4066.0,30.0,3. Alto Padrão (Q3)
5124,Jundiaí,110,3,3,2,Não,Não,1200.0,3900.0,484.0,50.0,Casa,Colônia,Locado,5634.0,35.45454545454545,3. Alto Padrão (Q3)
5125,Jundiaí,42,1,1,1,Não,Sim,660.0,4400.0,41.0,56.0,Apartamento,Novo Horizonte,Disponível,5157.0,104.76190476190476,3. Alto Padrão (Q3)
5126,Jundiaí,300,2,3,2,Sim,Sim,3500.0,10500.0,0.0,134.0,Casa,Alvorada,Disponível,14134.0,35.0,4. Luxo/Premium (Q4)
5127,Jundiaí,50,2,2,1,Sim,Não,400.0,1900.0,0.0,25.0,Apartamento,Fazenda Grande,Locado,2325.0,38.0,2. Médio Padrão (Q2)
5128,Jundiaí,110,4,3,3,Não,Sim,1650.0,2230.0,567.0,29.0,Apartamento,Samambaia,Locado,4476.0,20.272727272727273,2. Médio Padrão (Q2)
5129,Jundiaí,72,2,2,1,Sim,Não,678.0,2406.0,0.0,10.0,Casa,São Camilo,Disponível,3094.0,33.416666666666664,2. Médio Padrão (Q2)
5130,Jundiaí,130,3,4,4,Sim,Não,1100.0,3280.0,484.0,50.0,Apartamento,Parque Centenário,Disponível,4914.0,25.23076923076923,3. Alto Padrão (Q3)
5131,Jundiaí,170,2,2,1,Sim,Não,2700.0,2000.0,250.0,26.0,Apartamento,Nambi,Disponível,4976.0,11.764705882352942,2. Médio Padrão (Q2)
5132,Jundiaí,38,1,1,0,Não,Não,440.0,892.0,17.0,12.0,Casa,Parque Do Colégio,Disponível,1361.0,23.473684210526315,1. Econômico (Q1)
5133,Jundiaí,138,3,3,3,Sim,Sim,0.0,3900.0,145.0,59.0,Casa,Hortolândia,Disponível,4104.0,28.26086956521739,3. Alto Padrão (Q3)
5134,Jundiaí,45,1,1,1,Não,Sim,492.0,1900.0,83.0,25.0,Casa,Nambi,Disponível,2500.0,42.22222222222222,2. Médio Padrão (Q2)
5135,Jundiaí,230,3,6,5,Sim,Sim,2200.0,11050.0,1500.0,141.0,Apartamento,Pinheirinhos/Represa,Disponível,14891.0,48.04347826086956,4. Luxo/Premium (Q4)
5136,Jundiaí,206,5,3,2,Sim,Não,0.0,3500.0,189.0,53.0,Casa,São Camilo,Locado,3742.0,16.990291262135923,3. Alto Padrão (Q3)
5137,Jundiaí,135,3,3,2,Não,Não,1500.0,13800.0,375.0,175.0,Casa,Aeroporto,Disponível,15850.0,102.22222222222223,4. Luxo/Premium (Q4)
5138,Jundiaí,300,2,2,0,Sim,Sim,0.0,3500.0,292.0,53.0,Casa,Tamoio,Disponível,3845.0,11.666666666666666,3. Alto Padrão (Q3)
5139,Jundiaí,25,1,1,0,Sim,Não,450.0,1650.0,30.0,21.0,Casa,Jardim Do Lago,Disponível,2151.0,66.0,1. Econômico (Q1)
5140,Jundiaí,200,1,2,0,Sim,Não,0.0,8000.0,700.0,121.0,Apartamento,Samambaia,Disponível,8821.0,40.0,4. Luxo/Premium (Q4)
5141,Jundiaí,150,3,3,2,Sim,Não,1300.0,3400.0,200.0,44.0,Casa,São Camilo,Disponível,4944.0,22.666666666666668,3. Alto Padrão (Q3)
5142,Jundiaí,54,2,2,1,Sim,Não,954.0,2800.0,199.0,36.0,Casa,Vila Municipal,Disponível,3989.0,51.851851851851855,2. Médio Padrão (Q2)
5143,Jundiaí,82,3,2,2,Não,Não,860.0,2600.0,209.0,33.0,Apartamento,Vianelo / Bonfiglioli,Locado,3702.0,31.70731707317073,2. Médio Padrão (Q2)
5144,Jundiaí,84,2,2,0,Sim,Sim,850.0,6000.0,250.0,77.0,Apartamento,Santa Gertrudes,Disponível,7177.0,71.42857142857143,4. Luxo/Premium (Q4)
5145,Jundiaí,200,1,3,2,Não,Não,0.0,3000.0,321.0,46.0,Casa,Vila Arens / Vila Progresso,Locado,3367.0,15.0,2. Médio Padrão (Q2)
5146,Jundiaí,230,4,3,1,Não,Não,2400.0,3600.0,464.0,46.0,Casa,Horto Florestal,Disponível,6510.0,15.652173913043478,3. Alto Padrão (Q3)
5147,Jundiaí,56,2,1,0,Sim,Não,200.0,1400.0,0.0,10.0,Casa,Fazenda Grande,Disponível,1610.0,25.0,1. Econômico (Q1)
5148,Jundiaí,50,1,1,0,Sim,Não,150.0,1294.0,0.0,6.0,Apartamento,Tulipas,Disponível,1450.0,25.88,1. Econômico (Q1)
5149,Jundiaí,163,4,4,3,Não,Sim,2300.0,9500.0,1000.0,121.0,Casa,Vianelo / Bonfiglioli,Locado,12921.0,58.282208588957054,4. Luxo/Premium (Q4)
5150,Jundiaí,35,1,1,1,Não,Sim,1170.0,2200.0,242.0,28.0,Casa,Currupira,Locado,3640.0,62.857142857142854,2. Médio Padrão (Q2)
5151,Jundiaí,120,3,3,2,Sim,Não,0.0,2750.0,125.0,42.0,Apartamento,Pinheirinhos/Represa,Disponível,2917.0,22.916666666666668,2. Médio Padrão (Q2)
5152,Jundiaí,60,1,1,0,Sim,Não,250.0,1300.0,75.0,17.0,Apartamento,Fazenda Grande,Locado,1642.0,21.666666666666668,1. Econômico (Q1)
5153,Jundiaí,54,2,1,1,Sim,Não,630.0,1550.0,84.0,20.0,Apartamento,Jardim Ermida,Disponível,2284.0,28.703703703703702,1. Econômico (Q1)
5154,Jundiaí,250,5,4,3,Sim,Não,0.0,3680.0,666.0,56.0,Casa,Rami,Disponível,4402.0,14.72,3. Alto Padrão (Q3)
5155,Jundiaí,50,2,1,1,Sim,Não,410.0,1998.0,43.0,26.0,Apartamento,Jardim Ermida,Locado,2477.0,39.96,2. Médio Padrão (Q2)
5156,Jundiaí,300,2,1,2,Sim,Não,0.0,2800.0,350.0,43.0,Casa,Parque Residencial Eloy Chaves,Locado,3193.0,9.333333333333334,2. Médio Padrão (Q2)
5157,Jundiaí,130,3,2,1,Sim,Não,0.0,1300.0,250.0,20.0,Apartamento,Agapeama,Disponível,1570.0,10.0,1. Econômico (Q1)
5158,Jundiaí,120,3,2,1,Sim,Não,1150.0,5300.0,167.0,68.0,Casa,Caxambu,Disponível,6685.0,44.166666666666664,3. Alto Padrão (Q3)
5159,Jundiaí,89,2,2,0,Sim,Sim,428.0,3900.0,5.0,50.0,Casa,Cecap,Locado,4383.0,43.82022471910113,3. Alto Padrão (Q3)
5160,Jundiaí,69,3,2,2,Sim,Não,582.0,2000.0,142.0,26.0,Casa,Jardim Ermida,Disponível,2750.0,28.985507246376812,2. Médio Padrão (Q2)
5161,Jundiaí,55,1,1,0,Sim,Não,0.0,1650.0,0.0,25.0,Casa,Jardim Ermida,Disponível,1675.0,30.0,1. Econômico (Q1)
5162,Jundiaí,110,3,2,1,Sim,Não,0.0,3200.0,0.0,49.0,Casa,Hortolândia,Disponível,3249.0,29.09090909090909,3. Alto Padrão (Q3)
5163,Jundiaí,50,2,1,1,Não,Sim,399.0,1650.0,0.0,21.0,Casa,Parque Centenário,Locado,2070.0,33.0,1. Econômico (Q1)
5164,Jundiaí,80,3,1,1,Sim,Não,380.0,1328.0,50.0,10.0,Casa,Aeroporto,Disponível,1768.0,16.6,1. Econômico (Q1)
5165,Jundiaí,66,2,2,1,Sim,Não,360.0,2583.0,0.0,10.0,Casa,Vila Rio Branco,Locado,2953.0,39.13636363636363,2. Médio Padrão (Q2)
5166,Jundiaí,180,3,4,3,Sim,Não,2047.0,2200.0,902.0,28.0,Apartamento,São Camilo,Disponível,5177.0,12.222222222222221,2. Médio Padrão (Q2)
5167,Jundiaí,135,2,3,1,Sim,Não,1415.0,6500.0,339.0,83.0,Casa,Vale Azul,Disponível,8337.0,48.148148148148145,4. Luxo/Premium (Q4)
5168,Jundiaí,74,2,1,1,Sim,Não,569.0,2024.0,71.0,8.0,Casa,Parque Do Colégio,Disponível,2672.0,27.35135135135135,2. Médio Padrão (Q2)
5169,Jundiaí,56,2,1,1,Sim,Não,680.0,2200.0,11.0,28.0,Apartamento,Santa Gertrudes,Locado,2919.0,39.285714285714285,2. Médio Padrão (Q2)
5170,Jundiaí,40,1,1,1,Sim,Não,600.0,650.0,35.0,9.0,Casa,Vila Militar,Locado,1294.0,16.25,1. Econômico (Q1)
5171,Jundiaí,86,3,2,2,Sim,Sim,800.0,3100.0,203.0,40.0,Casa,Malota,Disponível,4143.0,36.04651162790697,2. Médio Padrão (Q2)
5172,Jundiaí,70,2,2,0,Não,Não,0.0,1500.0,0.0,23.0,Apartamento,Samambaia,Disponível,1523.0,21.428571428571427,1. Econômico (Q1)
5173,Jundiaí,30,1,1,0,Sim,Não,50.0,1150.0,50.0,15.0,Apartamento,Vale Azul,Locado,1265.0,38.333333333333336,1. Econômico (Q1)
5174,Jundiaí,438,5,6,5,Não,Não,0.0,12000.0,817.0,181.0,Apartamento,Vale Azul,Disponível,12998.0,27.397260273972602,4. Luxo/Premium (Q4)
5175,Jundiaí,72,2,1,2,Sim,Não,730.0,1200.0,89.0,16.0,Casa,Santa Gertrudes,Disponível,2035.0,16.666666666666668,1. Econômico (Q1)
5176,Jundiaí,66,1,1,1,Não,Sim,762.0,3500.0,65.0,45.0,Apartamento,Santa Gertrudes,Disponível,4372.0,53.03030303030303,3. Alto Padrão (Q3)
5177,Jundiaí,70,2,1,1,Sim,Não,452.0,1000.0,42.0,13.0,Casa,Nambi,Disponível,1507.0,14.285714285714286,1. Econômico (Q1)
5178,Jundiaí,1000,4,7,4,Sim,Sim,6000.0,15000.0,4900.0,191.0,Casa,Currupira,Disponível,26091.0,15.0,4. Luxo/Premium (Q4)
5179,Jundiaí,380,4,6,6,Não,Não,0.0,4100.0,269.0,62.0,Casa,Engordadouro,Disponível,4431.0,10.789473684210526,3. Alto Padrão (Q3)
5180,Jundiaí,248,3,4,4,Sim,Não,2648.0,8000.0,667.0,102.0,Apartamento,Nova Odessa,Locado,11417.0,32.25806451612903,4. Luxo/Premium (Q4)
5181,Jundiaí,109,3,1,1,Sim,Não,1200.0,2800.0,145.0,36.0,Apartamento,Vila Arens / Vila Progresso,Locado,4181.0,25.68807339449541,2. Médio Padrão (Q2)
5182,Jundiaí,135,3,2,2,Sim,Não,1100.0,2400.0,92.0,31.0,Apartamento,Colônia,Locado,3623.0,17.77777777777778,2. Médio Padrão (Q2)
5183,Jundiaí,54,2,2,1,Sim,Não,954.0,2800.0,199.0,36.0,Casa,Medeiros,Disponível,3989.0,51.851851851851855,2. Médio Padrão (Q2)
5184,Jundiaí,170,3,3,2,Sim,Não,0.0,2750.0,100.0,42.0,Casa,Pacaembu,Locado,2892.0,16.176470588235293,2. Médio Padrão (Q2)
5185,Jundiaí,45,1,1,2,Sim,Sim,530.0,3350.0,0.0,43.0,Casa,Distrito Industrial,Locado,3923.0,74.44444444444444,3. Alto Padrão (Q3)
5186,Jundiaí,180,3,4,3,Sim,Sim,2420.0,4500.0,680.0,58.0,Casa,Vila Arens / Vila Progresso,Locado,7658.0,25.0,3. Alto Padrão (Q3)
5187,Jundiaí,51,2,1,0,Sim,Não,271.0,980.0,21.0,13.0,Casa,Casa Branca,Locado,1285.0,19.215686274509803,1. Econômico (Q1)
5188,Jundiaí,166,3,2,2,Sim,Não,2124.0,7000.0,882.0,89.0,Apartamento,Cerâmica Ibetel,Disponível,10095.0,42.16867469879518,4. Luxo/Premium (Q4)
5189,Jundiaí,350,4,4,4,Sim,Não,0.0,13000.0,1417.0,196.0,Casa,Anhangabaú,Disponível,14613.0,37.142857142857146,4. Luxo/Premium (Q4)
5190,Jundiaí,63,2,1,1,Sim,Não,498.0,870.0,90.0,12.0,Casa,Centro,Disponível,1470.0,13.80952380952381,1. Econômico (Q1)
5191,Jundiaí,73,2,2,1,Sim,Não,700.0,1250.0,150.0,16.0,Apartamento,Anhangabaú,Locado,2116.0,17.123287671232877,1. Econômico (Q1)
5192,Jundiaí,126,3,4,3,Sim,Não,1560.0,4000.0,1021.0,51.0,Apartamento,Vianelo / Bonfiglioli,Locado,6632.0,31.746031746031747,3. Alto Padrão (Q3)
5193,Jundiaí,87,2,2,1,Sim,Não,2100.0,2975.0,117.0,38.0,Casa,Cecap,Disponível,5230.0,34.195402298850574,2. Médio Padrão (Q2)
5194,Jundiaí,171,3,5,3,Sim,Não,1320.0,10600.0,870.0,135.0,Apartamento,Vila Arens / Vila Progresso,Locado,12925.0,61.98830409356725,4. Luxo/Premium (Q4)
5195,Jundiaí,65,3,2,1,Não,Não,587.0,3250.0,113.0,42.0,Casa,Casa Branca,Locado,3992.0,50.0,3. Alto Padrão (Q3)
5196,Jundiaí,63,2,1,2,Sim,Não,1200.0,5500.0,220.0,70.0,Casa,Casa Branca,Disponível,6990.0,87.3015873015873,3. Alto Padrão (Q3)
5197,Jundiaí,59,2,2,1,Sim,Não,500.0,2500.0,75.0,32.0,Casa,Parque Centenário,Disponível,3107.0,42.3728813559322,2. Médio Padrão (Q2)
5198,Jundiaí,70,2,1,0,Não,Não,0.0,1210.0,59.0,19.0,Casa,Vale Azul,Disponível,1288.0,17.285714285714285,1. Econômico (Q1)
5199,Jundiaí,90,2,1,1,Sim,Não,0.0,2735.0,19.0,42.0,Apartamento,Jundiaí Mirim,Disponível,2796.0,30.38888888888889,2. Médio Padrão (Q2)
5200,Jundiaí,35,2,1,0,Sim,Não,568.0,2399.0,0.0,31.0,Casa,Parque Residencial Eloy Chaves,Disponível,2998.0,68.54285714285714,2. Médio Padrão (Q2)
5201,Jundiaí,30,1,1,1,Sim,Sim,700.0,3300.0,9.0,42.0,Casa,Aeroporto,Disponível,4051.0,110.0,3. Alto Padrão (Q3)
5202,Jundiaí,61,1,2,2,Não,Sim,2200.0,4000.0,250.0,51.0,Casa,Jardim Do Lago,Locado,6501.0,65.57377049180327,3. Alto Padrão (Q3)
5203,Jundiaí,54,1,1,1,Sim,Sim,751.0,2350.0,127.0,30.0,Casa,Parque Residencial Eloy Chaves,Disponível,3258.0,43.51851851851852,2. Médio Padrão (Q2)
5204,Jundiaí,32,1,1,1,Sim,Não,1800.0,2000.0,416.0,26.0,Casa,Rami,Locado,4242.0,62.5,2. Médio Padrão (Q2)
5205,Jundiaí,90,3,2,1,Sim,Não,920.0,1300.0,129.0,17.0,Apartamento,Nambi,Disponível,2366.0,14.444444444444445,1. Econômico (Q1)
5206,Jundiaí,93,2,1,1,Não,Sim,985.0,5500.0,110.0,70.0,Apartamento,Tamoio,Disponível,6665.0,59.13978494623656,3. Alto Padrão (Q3)
5207,Jundiaí,44,1,1,0,Sim,Não,417.0,520.0,23.0,7.0,Casa,Santa Gertrudes,Locado,967.0,11.818181818181818,1. Econômico (Q1)
5208,Jundiaí,220,4,4,4,Sim,Não,2200.0,5500.0,832.0,70.0,Apartamento,Jardim Do Lago,Locado,8602.0,25.0,3. Alto Padrão (Q3)
5209,Jundiaí,100,2,2,0,Sim,Não,0.0,2500.0,220.0,38.0,Casa,Tulipas,Disponível,2758.0,25.0,2. Médio Padrão (Q2)
5210,Jundiaí,55,2,2,1,Não,Não,700.0,1800.0,0.0,26.0,Casa,Jardim Ermida,Disponível,2526.0,32.72727272727273,1. Econômico (Q1)
5211,Jundiaí,100,2,3,1,Não,Sim,1149.0,4930.0,266.0,63.0,Casa,Cerâmica Ibetel,Disponível,6408.0,49.3,3. Alto Padrão (Q3)
5212,Jundiaí,35,1,1,1,Sim,Sim,815.0,3200.0,149.0,41.0,Apartamento,Hortolândia,Disponível,4205.0,91.42857142857143,3. Alto Padrão (Q3)
5213,Jundiaí,60,2,2,1,Não,Sim,916.0,5650.0,59.0,72.0,Apartamento,Rami,Locado,6697.0,94.16666666666667,3. Alto Padrão (Q3)
5214,Jundiaí,162,3,4,0,Sim,Não,0.0,3200.0,267.0,49.0,Apartamento,Marco Leite,Locado,3516.0,19.753086419753085,3. Alto Padrão (Q3)
5215,Jundiaí,165,4,3,2,Sim,Não,0.0,5000.0,46.0,76.0,Casa,Vianelo / Bonfiglioli,Locado,5122.0,30.303030303030305,3. Alto Padrão (Q3)
5216,Jundiaí,97,2,3,2,Sim,Sim,700.0,2820.0,167.0,36.0,Apartamento,Marco Leite,Disponível,3723.0,29.072164948453608,2. Médio Padrão (Q2)
5217,Jundiaí,55,1,1,0,Sim,Não,480.0,1200.0,50.0,16.0,Apartamento,Horto Florestal,Disponível,1746.0,21.818181818181817,1. Econômico (Q1)
5218,Jundiaí,230,3,3,3,Não,Não,2100.0,10500.0,792.0,134.0,Casa,Vianelo / Bonfiglioli,Disponível,13526.0,45.65217391304348,4. Luxo/Premium (Q4)
5219,Jundiaí,77,2,2,1,Sim,Não,840.0,3260.0,34.0,42.0,Casa,Maringá,Disponível,4176.0,42.33766233766234,3. Alto Padrão (Q3)
5220,Jundiaí,42,1,1,1,Não,Não,1200.0,2350.0,151.0,30.0,Apartamento,Centro,Disponível,3731.0,55.95238095238095,2. Médio Padrão (Q2)
5221,Jundiaí,180,3,3,1,Não,Não,0.0,3000.0,117.0,46.0,Casa,Vale Azul,Disponível,3163.0,16.666666666666668,2. Médio Padrão (Q2)
5222,Jundiaí,50,2,1,1,Sim,Não,650.0,1300.0,34.0,17.0,Apartamento,Caxambu,Locado,2001.0,26.0,1. Econômico (Q1)
5223,Jundiaí,200,5,2,3,Sim,Não,0.0,4800.0,300.0,73.0,Casa,Rami,Disponível,5173.0,24.0,3. Alto Padrão (Q3)
5224,Jundiaí,290,6,3,4,Sim,Não,0.0,8000.0,1525.0,121.0,Casa,Colônia,Disponível,9646.0,27.586206896551722,4. Luxo/Premium (Q4)
5225,Jundiaí,49,1,1,0,Não,Sim,443.0,3800.0,89.0,49.0,Casa,Pacaembu,Locado,4381.0,77.55102040816327,3. Alto Padrão (Q3)
5226,Jundiaí,38,1,1,1,Sim,Sim,1100.0,2863.0,0.0,37.0,Casa,Pacaembu,Disponível,4000.0,75.34210526315789,2. Médio Padrão (Q2)
5227,Jundiaí,280,4,6,3,Sim,Não,4500.0,4800.0,1500.0,61.0,Apartamento,Santa Gertrudes,Locado,10861.0,17.142857142857142,3. Alto Padrão (Q3)
5228,Jundiaí,68,2,2,0,Não,Sim,630.0,6443.0,20.0,82.0,Casa,Tamoio,Disponível,7175.0,94.75,4. Luxo/Premium (Q4)
5229,Jundiaí,70,2,3,1,Sim,Não,1100.0,1500.0,292.0,20.0,Casa,Tamoio,Disponível,2912.0,21.428571428571427,1. Econômico (Q1)
5230,Jundiaí,280,4,3,3,Sim,Não,0.0,2167.0,169.0,33.0,Apartamento,Samambaia,Disponível,2369.0,7.739285714285714,2. Médio Padrão (Q2)
5231,Jundiaí,140,3,2,3,Sim,Sim,1100.0,8000.0,167.0,102.0,Casa,Gramadão,Disponível,9369.0,57.142857142857146,4. Luxo/Premium (Q4)
5232,Jundiaí,225,4,3,2,Sim,Não,0.0,3400.0,132.0,52.0,Apartamento,Cerâmica Ibetel,Disponível,3584.0,15.11111111111111,3. Alto Padrão (Q3)
5233,Jundiaí,70,2,1,2,Não,Não,0.0,1400.0,85.0,22.0,Apartamento,São Camilo,Locado,1507.0,20.0,1. Econômico (Q1)
5234,Jundiaí,81,3,1,1,Sim,Não,900.0,2800.0,142.0,36.0,Apartamento,Pacaembu,Disponível,3878.0,34.5679012345679,2. Médio Padrão (Q2)
5235,Jundiaí,19,1,1,0,Não,Não,0.0,1200.0,41.0,16.0,Apartamento,Alvorada,Locado,1257.0,63.1578947368421,1. Econômico (Q1)
5236,Jundiaí,233,4,5,4,Sim,Sim,3240.0,11000.0,92.0,140.0,Casa,Parque Centenário,Locado,14472.0,47.21030042918455,4. Luxo/Premium (Q4)
5237,Jundiaí,43,2,1,1,Não,Não,750.0,1375.0,17.0,18.0,Casa,Vila Arens / Vila Progresso,Disponível,2160.0,31.976744186046513,1. Econômico (Q1)
5238,Jundiaí,50,1,1,0,Não,Não,0.0,1200.0,0.0,19.0,Apartamento,Colônia,Locado,1219.0,24.0,1. Econômico (Q1)
5239,Jundiaí,54,1,1,1,Não,Sim,679.0,5000.0,359.0,64.0,Casa,Cecap,Disponível,6102.0,92.5925925925926,3. Alto Padrão (Q3)
5240,Jundiaí,50,1,1,1,Sim,Sim,1000.0,1884.0,0.0,11.0,Apartamento,Hortolândia,Locado,2895.0,37.68,2. Médio Padrão (Q2)
5241,Jundiaí,336,4,4,6,Sim,Não,0.0,7677.0,950.0,116.0,Apartamento,Parque Residencial Eloy Chaves,Disponível,8743.0,22.848214285714285,4. Luxo/Premium (Q4)
5242,Jundiaí,208,3,3,3,Sim,Sim,2490.0,15000.0,1200.0,191.0,Apartamento,Centro,Disponível,18881.0,72.11538461538461,4. Luxo/Premium (Q4)
5243,Jundiaí,150,2,2,2,Sim,Não,0.0,6000.0,667.0,91.0,Apartamento,Colônia,Disponível,6758.0,40.0,4. Luxo/Premium (Q4)
5244,Jundiaí,200,3,2,3,Sim,Não,0.0,3000.0,125.0,46.0,Casa,Horto Florestal,Disponível,3171.0,15.0,2. Médio Padrão (Q2)
5245,Jundiaí,200,2,3,2,Sim,Sim,1700.0,15000.0,667.0,191.0,Casa,Santa Gertrudes,Disponível,17558.0,75.0,4. Luxo/Premium (Q4)
5246,Jundiaí,40,2,1,0,Sim,Não,80.0,1275.0,87.0,17.0,Casa,Marco Leite,Locado,1459.0,31.875,1. Econômico (Q1)
5247,Jundiaí,35,1,1,0,Sim,Não,0.0,1150.0,30.0,15.0,Casa,Colônia,Disponível,1195.0,32.857142857142854,1. Econômico (Q1)
5248,Jundiaí,35,1,1,0,Sim,Não,0.0,900.0,11.0,14.0,Casa,Vale Azul,Disponível,925.0,25.714285714285715,1. Econômico (Q1)
5249,Jundiaí,90,3,2,2,Sim,Sim,980.0,2500.0,0.0,11.0,Casa,Vila Rio Branco,Disponível,3491.0,27.77777777777778,2. Médio Padrão (Q2)
5250,Jundiaí,300,3,2,5,Sim,Não,0.0,11500.0,2000.0,173.0,Apartamento,Cecap,Locado,13673.0,38.333333333333336,4. Luxo/Premium (Q4)
5251,Jundiaí,520,3,4,8,Não,Não,0.0,10000.0,1008.0,151.0,Casa,Alvorada,Disponível,11159.0,19.23076923076923,4. Luxo/Premium (Q4)
5252,Jundiaí,180,3,4,4,Sim,Não,1545.0,12000.0,818.0,153.0,Casa,Parque Centenário,Disponível,14516.0,66.66666666666667,4. Luxo/Premium (Q4)
5253,Jundiaí,160,3,1,2,Sim,Não,0.0,5000.0,225.0,76.0,Apartamento,Santa Gertrudes,Disponível,5301.0,31.25,3. Alto Padrão (Q3)
5254,Jundiaí,72,2,2,1,Sim,Não,700.0,3536.0,0.0,28.0,Apartamento,Nambi,Disponível,4264.0,49.111111111111114,3. Alto Padrão (Q3)
5255,Jundiaí,43,1,1,0,Sim,Sim,1195.0,680.0,220.0,9.0,Apartamento,Pinheirinhos/Represa,Locado,2104.0,15.813953488372093,1. Econômico (Q1)
5256,Jundiaí,120,3,2,2,Sim,Não,0.0,6400.0,547.0,97.0,Apartamento,Vila Municipal,Locado,7044.0,53.333333333333336,4. Luxo/Premium (Q4)
5257,Jundiaí,70,2,1,0,Sim,Não,0.0,1300.0,70.0,20.0,Casa,Fazenda Grande,Disponível,1390.0,18.571428571428573,1. Econômico (Q1)
5258,Jundiaí,86,3,2,1,Sim,Não,890.0,2500.0,84.0,32.0,Apartamento,Centro,Locado,3506.0,29.069767441860463,2. Médio Padrão (Q2)
5259,Jundiaí,67,2,2,2,Sim,Não,618.0,2372.0,0.0,8.0,Apartamento,Vila Municipal,Disponível,2998.0,35.40298507462686,2. Médio Padrão (Q2)
5260,Jundiaí,37,1,1,1,Sim,Não,540.0,4000.0,50.0,51.0,Casa,Jardim Ermida,Disponível,4641.0,108.10810810810811,3. Alto Padrão (Q3)
5261,Jundiaí,350,3,5,5,Sim,Não,0.0,5500.0,675.0,83.0,Casa,Santa Gertrudes,Locado,6258.0,15.714285714285714,3. Alto Padrão (Q3)
5262,Jundiaí,70,1,1,2,Sim,Não,0.0,1450.0,5.0,22.0,Apartamento,Parque Centenário,Disponível,1477.0,20.714285714285715,1. Econômico (Q1)
5263,Jundiaí,159,2,2,2,Sim,Não,2078.0,7000.0,505.0,89.0,Apartamento,Alvorada,Locado,9672.0,44.0251572327044,4. Luxo/Premium (Q4)
5264,Jundiaí,220,6,2,2,Sim,Não,0.0,4500.0,125.0,68.0,Casa,Hortolândia,Disponível,4693.0,20.454545454545453,3. Alto Padrão (Q3)
5265,Jundiaí,70,3,1,1,Não,Não,500.0,1650.0,0.0,21.0,Apartamento,Malota,Locado,2171.0,23.571428571428573,1. Econômico (Q1)
5266,Jundiaí,164,4,4,2,Não,Não,2159.0,5000.0,386.0,64.0,Apartamento,Jundiaí Mirim,Locado,7609.0,30.48780487804878,3. Alto Padrão (Q3)
5267,Jundiaí,190,3,3,1,Sim,Sim,2173.0,8000.0,600.0,102.0,Casa,Nova Odessa,Locado,10875.0,42.10526315789474,4. Luxo/Premium (Q4)
5268,Jundiaí,190,3,2,2,Sim,Não,1700.0,5700.0,492.0,73.0,Casa,Pinheirinhos/Represa,Locado,7965.0,30.0,3. Alto Padrão (Q3)
5269,Jundiaí,35,1,1,0,Sim,Não,300.0,1500.0,0.0,20.0,Apartamento,Moisés,Locado,1820.0,42.857142857142854,1. Econômico (Q1)
5270,Jundiaí,110,3,3,2,Sim,Não,560.0,3200.0,88.0,49.0,Apartamento,Marco Leite,Disponível,3897.0,29.09090909090909,3. Alto Padrão (Q3)
5271,Jundiaí,65,3,2,1,Sim,Sim,1000.0,3200.0,245.0,41.0,Casa,Vianelo / Bonfiglioli,Locado,4486.0,49.23076923076923,3. Alto Padrão (Q3)
5272,Jundiaí,392,3,5,5,Sim,Não,3400.0,15000.0,2667.0,191.0,Apartamento,Parque Residencial Eloy Chaves,Locado,21258.0,38.265306122448976,4. Luxo/Premium (Q4)
